quantity,price_paid_deal,price_paid_non_deal,coupon_value,promotion_type,total_spent,size1_descr,flavor_descr,formula_descr,household_id,household_size,household_income,age_of_female_head,age_of_male_head,age_and_presence_of_children,male_head_employment,female_head_employment,male_head_education,female_head_education,marital_status,male_head_occupation,female_head_occupation,household_composition,race,hispanic_origin,region,scantrack_market_identifier,projection_factor,fips_state_code,fips_county_code,census_tract_county_code,type_of_residence,kitchen_appliances,tv_items,female_head_birth,male_head_birth,household_internet_connection
4,0,11.76,0,,95.33,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,30115481,2,27,5,4,9,3,3,5,5,1,6,8,1,1,2,3,,308,48,395,960500,1,4,1,10/1/66,10/1/71,2
1,3.33,0,0,1,50.28,16.0 MLOZ,BANANA SPLIT,REGULAR,30116754,3,27,6,6,9,3,3,4,4,1,6,1,1,1,2,4,27,403,6,73,16702,1,1,3,10/1/59,10/1/59,1
1,3.34,0,0,1,50.28,16.0 MLOZ,CHC ALMOND NOUGAT,REGULAR,30116754,3,27,6,6,9,3,3,4,4,1,6,1,1,1,2,4,27,403,6,73,16702,1,1,3,10/1/59,10/1/59,1
4,0,14,0,,380.12,16.0 MLOZ,CHERRY GRCA,REGULAR,8401765,1,26,8,0,9,0,9,0,6,3,12,12,5,2,2,4,50,190,6,67,2800,1,4,3,10/1/43,,1
3,0,12.57,0,,259.45,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8401765,1,26,8,0,9,0,9,0,6,3,12,12,5,2,2,4,50,190,6,67,2800,1,4,3,10/1/43,,1
1,0,2.99,0,,73.25,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,8401807,4,29,7,6,3,3,3,6,5,1,1,1,1,1,2,3,42,2976,51,59,491500,1,4,3,10/1/57,10/1/61,1
1,0,3.19,0,,90.06,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8401807,4,29,7,6,3,3,3,6,5,1,1,1,1,1,2,3,42,2976,51,59,491500,1,4,3,10/1/57,10/1/61,1
1,0,3.19,0,,90.06,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8401807,4,29,7,6,3,3,3,6,5,1,1,1,1,1,2,3,42,2976,51,59,491500,1,4,3,10/1/57,10/1/61,1
1,0,3.19,0,,160.9,16.0 MLOZ,VERMONTY PYTHON,REGULAR,8401807,4,29,7,6,3,3,3,6,5,1,1,1,1,1,2,3,42,2976,51,59,491500,1,4,3,10/1/57,10/1/61,1
1,0,2.99,0,,73.25,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,8401807,4,29,7,6,3,3,3,6,5,1,1,1,1,1,2,3,42,2976,51,59,491500,1,4,3,10/1/57,10/1/61,1
1,0,3,0,,224.42,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8363795,3,13,4,0,2,0,3,0,3,4,4,4,2,1,2,2,,4589,19,163,11600,3,1,2,10/1/72,,1
1,0,4.19,0,,64.28,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8364338,3,16,2,2,1,3,9,4,5,1,5,12,1,1,2,2,,1261,19,67,980100,7,1,1,10/1/82,1/1/78,1
1,3.99,0,0,1,44.25,16.0 MLOZ,PB CUP,REGULAR,8364522,4,17,5,4,2,3,9,3,4,1,6,10,1,4,1,4,,11560,6,29,800,1,4,1,10/1/65,10/1/68,1
1,3,0,0,1,46.9,16.0 MLOZ,MINT CHC CHUNK,REGULAR,8364522,4,17,5,4,2,3,9,3,4,1,6,10,1,4,1,4,,11560,6,29,800,1,4,1,10/1/65,10/1/68,1
1,3.99,0,0,1,44.25,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8364522,4,17,5,4,2,3,9,3,4,1,6,10,1,4,1,4,,11560,6,29,800,1,4,1,10/1/65,10/1/68,1
4,9.44,0,0.1,2,24.05,16.0 MLOZ,PHISH FOOD,REGULAR,8364778,1,21,6,0,9,0,3,0,3,3,2,2,5,1,2,2,48,3362,31,55,3401,1,4,3,10/1/59,,1
2,9,0,4.5,2,21.99,16.0 MLOZ,AMERICONE DREAM,REGULAR,8364778,1,21,6,0,9,0,3,0,3,3,2,2,5,1,2,2,48,3362,31,55,3401,1,4,3,10/1/59,,1
2,0,7.18,0,,78.72,16.0 MLOZ,CINNAMON BUNS,REGULAR,30160118,2,23,7,7,9,3,1,6,4,1,1,4,1,1,2,2,46,256,26,139,22102,1,4,3,10/1/58,10/1/54,1
2,0,7.18,0,,172.99,16.0 MLOZ,CINNAMON BUNS,REGULAR,30160118,2,23,7,7,9,3,1,6,4,1,1,4,1,1,2,2,46,256,26,139,22102,1,4,3,10/1/58,10/1/54,1
3,0,9,0,,104.01,16.0 MLOZ,CINNAMON BUNS,REGULAR,30160118,2,23,7,7,9,3,1,6,4,1,1,4,1,1,2,2,46,256,26,139,22102,1,4,3,10/1/58,10/1/54,1
4,0,10,0,,128.47,16.0 MLOZ,CINNAMON BUNS,REGULAR,30160118,2,23,7,7,9,3,1,6,4,1,1,4,1,1,2,2,46,256,26,139,22102,1,4,3,10/1/58,10/1/54,1
1,0,3.59,0,,46.51,16.0 MLOZ,CINNAMON BUNS,REGULAR,30160118,2,23,7,7,9,3,1,6,4,1,1,4,1,1,2,2,46,256,26,139,22102,1,4,3,10/1/58,10/1/54,1
6,0,18,0,,49.16,16.0 MLOZ,CINNAMON BUNS,REGULAR,30160118,2,23,7,7,9,3,1,6,4,1,1,4,1,1,2,2,46,256,26,139,22102,1,4,3,10/1/58,10/1/54,1
4,0,10,0,,99.57,16.0 MLOZ,CINNAMON BUNS,REGULAR,30160118,2,23,7,7,9,3,1,6,4,1,1,4,1,1,2,2,46,256,26,139,22102,1,4,3,10/1/58,10/1/54,1
1,0,3,0,,35.48,16.0 MLOZ,BANANA SPLIT,REGULAR,8312255,2,26,5,5,9,3,3,3,3,1,11,3,1,1,2,2,41,1049,39,119,981300,1,4,2,10/1/66,10/1/64,1
1,0,2.5,0,,45.74,16.0 MLOZ,BANANA SPLIT,REGULAR,8312255,2,26,5,5,9,3,3,3,3,1,11,3,1,1,2,2,41,1049,39,119,981300,1,4,2,10/1/66,10/1/64,1
1,3,0,0,1,66.85,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8312474,2,28,8,8,9,3,9,5,4,1,2,12,1,1,2,2,22,182,27,163,70203,6,4,2,10/1/50,10/1/51,1
2,0,5,0,,12.61,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8312777,2,29,8,9,9,9,9,6,6,1,12,12,1,1,2,3,11,344,12,9,60800,1,4,3,10/1/52,10/1/40,1
1,0,3.74,0,,170.27,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8312777,2,29,8,9,9,9,9,6,6,1,12,12,1,1,2,3,11,344,12,9,60800,1,4,3,10/1/52,10/1/40,1
1,0,3.59,0,,25.75,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8312777,2,29,8,9,9,9,9,6,6,1,12,12,1,1,2,3,11,344,12,9,60800,1,4,3,10/1/52,10/1/40,1
1,0,2.5,0,,135.79,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8312777,2,29,8,9,9,9,9,6,6,1,12,12,1,1,2,3,11,344,12,9,60800,1,4,3,10/1/52,10/1/40,1
1,0,3.19,0,,160.9,16.0 MLOZ,STR CSK,REGULAR,8401807,4,29,7,6,3,3,3,6,5,1,1,1,1,1,2,3,42,2976,51,59,491500,1,4,3,10/1/57,10/1/61,1
1,0,3.19,0,,90.06,16.0 MLOZ,CREME BRULEE,REGULAR,8401807,4,29,7,6,3,3,3,6,5,1,1,1,1,1,2,3,42,2976,51,59,491500,1,4,3,10/1/57,10/1/61,1
2,0,6.38,0,,277.59,16.0 MLOZ,VERMONTY PYTHON,REGULAR,8401807,4,29,7,6,3,3,3,6,5,1,1,1,1,1,2,3,42,2976,51,59,491500,1,4,3,10/1/57,10/1/61,1
1,3,0,0,1,70.82,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8403894,1,15,0,4,9,3,0,4,0,4,2,,7,1,2,2,28,2100,29,183,311901,5,4,2,,10/1/71,1
1,3.5,0,0,1,83.64,16.0 MLOZ,VERMONTY PYTHON,REGULAR,8403894,1,15,0,4,9,3,0,4,0,4,2,,7,1,2,2,28,2100,29,183,311901,5,4,2,,10/1/71,1
1,3.5,0,0,1,83.64,16.0 MLOZ,PHISH FOOD,REGULAR,8403894,1,15,0,4,9,3,0,4,0,4,2,,7,1,2,2,28,2100,29,183,311901,5,4,2,,10/1/71,1
1,3,0,0,1,70.82,16.0 MLOZ,PHISH FOOD,REGULAR,8403894,1,15,0,4,9,3,0,4,0,4,2,,7,1,2,2,28,2100,29,183,311901,5,4,2,,10/1/71,1
4,0,9.44,0,,47.18,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8364778,1,21,6,0,9,0,3,0,3,3,2,2,5,1,2,2,48,3362,31,55,3401,1,4,3,10/1/59,,1
1,0,2.45,0,,39.59,16.0 MLOZ,HALF BAKED,REGULAR,8364778,1,21,6,0,9,0,3,0,3,3,2,2,5,1,2,2,48,3362,31,55,3401,1,4,3,10/1/59,,1
3,0,6.81,0,,11.97,16.0 MLOZ,HEATH CRUNCH,REGULAR,8364778,1,21,6,0,9,0,3,0,3,3,2,2,5,1,2,2,48,3362,31,55,3401,1,4,3,10/1/59,,1
4,0,10,0,,23.84,16.0 MLOZ,CHERRY GRCA,REGULAR,8364778,1,21,6,0,9,0,3,0,3,3,2,2,5,1,2,2,48,3362,31,55,3401,1,4,3,10/1/59,,1
2,8.98,0,4.49,2,15.47,16.0 MLOZ,CHERRY GRCA,REGULAR,8364778,1,21,6,0,9,0,3,0,3,3,2,2,5,1,2,2,48,3362,31,55,3401,1,4,3,10/1/59,,1
1,0,3.33,0,,86.7,16.0 MLOZ,PHISH FOOD,REGULAR,8365002,2,11,4,3,9,9,1,4,4,1,12,4,1,1,2,2,41,4005,39,101,10500,1,1,1,10/1/68,10/1/73,1
1,0,3.34,0,,86.7,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8365002,2,11,4,3,9,9,1,4,4,1,12,4,1,1,2,2,41,4005,39,101,10500,1,1,1,10/1/68,10/1/73,1
1,0,2.48,0,,20.08,16.0 MLOZ,CHUNKY MONKEY,REGULAR,30119461,1,17,6,0,9,0,3,0,4,3,4,4,5,1,2,4,7,501,6,71,103,1,4,1,10/1/61,,1
1,0,3.99,0,,39.35,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30119681,4,19,5,5,6,3,3,4,5,1,3,1,1,1,2,3,51,226,48,453,2416,7,4,1,1/1/66,10/1/64,1
1,3.99,0,0.5,2,39.35,16.0 MLOZ,CINNAMON BUNS,REGULAR,30119681,4,19,5,5,6,3,3,4,5,1,3,1,1,1,2,3,51,226,48,453,2416,7,4,1,1/1/66,10/1/64,1
1,2.98,0,0,1,52.08,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30120018,1,6,9,0,9,0,9,0,4,3,12,12,5,1,2,1,33,3886,9,13,890100,5,1,3,1/1/42,,1
2,6,0,0,1,61.53,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,30120018,1,6,9,0,9,0,9,0,4,3,12,12,5,1,2,1,33,3886,9,13,890100,5,1,3,1/1/42,,1
1,4.46,0,0,1,37.08,16.0 MLOZ,CREME BRULEE,REGULAR,30120018,1,6,9,0,9,0,9,0,4,3,12,12,5,1,2,1,33,3886,9,13,890100,5,1,3,1/1/42,,1
1,3,0,0,1,25.36,16.0 MLOZ,PB CUP,REGULAR,30120018,1,6,9,0,9,0,9,0,4,3,12,12,5,1,2,1,33,3886,9,13,890100,5,1,3,1/1/42,,1
2,0,7.18,0,,148.03,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,8312777,2,29,8,9,9,9,9,6,6,1,12,12,1,1,2,3,11,344,12,9,60800,1,4,3,10/1/52,10/1/40,1
1,0,2.5,0,,135.79,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8312777,2,29,8,9,9,9,9,6,6,1,12,12,1,1,2,3,11,344,12,9,60800,1,4,3,10/1/52,10/1/40,1
1,3.34,0,0,1,36.98,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8314780,1,16,0,7,9,3,0,5,0,4,4,,7,1,2,3,29,1365,12,71,1400,5,4,1,,10/1/54,1
1,0,3,0,,60.4,16.0 MLOZ,SMORES,REGULAR,8314780,1,16,0,7,9,3,0,5,0,4,4,,7,1,2,3,29,1365,12,71,1400,5,4,1,,10/1/54,1
1,3.79,0,3.79,2,38.06,16.0 MLOZ,AMERICONE DREAM,REGULAR,8314780,1,16,0,7,9,3,0,5,0,4,4,,7,1,2,3,29,1365,12,71,1400,5,4,1,,10/1/54,1
1,0,3.59,0,,167.61,16.0 MLOZ,PHISH FOOD,LIGHT HALF THE FAT,8314994,3,27,0,4,9,3,0,5,0,1,2,,3,1,2,1,1,8378,25,9,217400,6,4,3,,10/1/71,1
1,0,3.45,0,,54.25,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8314994,3,27,0,4,9,3,0,5,0,1,2,,3,1,2,1,1,8378,25,9,217400,6,4,3,,10/1/71,1
2,0,7.58,0,,88.82,16.0 MLOZ,BANANA SPLIT,REGULAR,8404914,2,13,8,0,9,0,3,0,4,3,2,2,6,1,2,4,13,2842,53,61,51602,1,4,3,1/1/46,,1
2,6,0,1,2,53.83,16.0 MLOZ,STR CSK,REGULAR,8404949,4,18,7,6,3,2,9,3,4,1,2,12,1,1,2,3,29,230,12,55,961300,1,4,1,10/1/57,1/1/62,1
2,0,7,0,,119.79,16.0 MLOZ,PHISH FOOD,LIGHT HALF THE FAT,8406125,2,27,6,8,9,3,3,5,5,1,4,8,1,1,2,1,8,487,34,23,401,3,4,3,1/1/61,10/1/52,1
1,0,3.5,0,,121.58,16.0 MLOZ,PHISH FOOD,LIGHT HALF THE FAT,8406125,2,27,6,8,9,3,3,5,5,1,4,8,1,1,2,1,8,487,34,23,401,3,4,3,1/1/61,10/1/52,1
1,0,2.5,0,,45.2,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8406833,3,23,3,3,1,3,9,5,5,1,1,12,1,1,2,2,19,1376,26,49,11213,1,4,2,10/1/76,10/1/76,1
1,0,3.12,0,,46.59,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8406833,3,23,3,3,1,3,9,5,5,1,1,12,1,1,2,2,19,1376,26,49,11213,1,4,2,10/1/76,10/1/76,1
1,0,3.12,0,,46.59,16.0 MLOZ,PB CUP,REGULAR,8406833,3,23,3,3,1,3,9,5,5,1,1,12,1,1,2,2,19,1376,26,49,11213,1,4,2,10/1/76,10/1/76,1
1,2.27,0,0,1,39.08,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8365002,2,11,4,3,9,9,1,4,4,1,12,4,1,1,2,2,41,4005,39,101,10500,1,1,1,10/1/68,10/1/73,1
1,0,3.69,0,,44.41,16.0 MLOZ,TURTLE SOUP,REGULAR,8365002,2,11,4,3,9,9,1,4,4,1,12,4,1,1,2,2,41,4005,39,101,10500,1,1,1,10/1/68,10/1/73,1
1,2.27,0,0,1,39.08,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8365002,2,11,4,3,9,9,1,4,4,1,12,4,1,1,2,2,41,4005,39,101,10500,1,1,1,10/1/68,10/1/73,1
1,0,3.69,0,,31.85,16.0 MLOZ,CINNAMON BUNS,REGULAR,8365002,2,11,4,3,9,9,1,4,4,1,12,4,1,1,2,2,41,4005,39,101,10500,1,1,1,10/1/68,10/1/73,1
1,2.27,0,0,1,39.08,16.0 MLOZ,AMERICONE DREAM,REGULAR,8365002,2,11,4,3,9,9,1,4,4,1,12,4,1,1,2,2,41,4005,39,101,10500,1,1,1,10/1/68,10/1/73,1
1,3.39,0,0,1,87.75,16.0 MLOZ,CHERRY GRCA,REGULAR,8365002,2,11,4,3,9,9,1,4,4,1,12,4,1,1,2,2,41,4005,39,101,10500,1,1,1,10/1/68,10/1/73,1
1,0,3.42,0,,32.17,16.0 MLOZ,CHERRY GRCA,REGULAR,8365486,2,17,6,6,9,3,3,5,4,1,6,8,1,1,2,2,,262,17,143,2700,1,1,3,1/1/59,10/1/62,1
2,0,6.76,0,,199.53,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,30162894,3,17,5,0,9,0,9,0,5,3,12,12,2,1,2,3,29,4322,12,71,40103,1,4,2,10/1/64,,1
1,0,3.99,0,,29.56,16.0 MLOZ,CHERRY GRCA,REGULAR,30164713,1,21,8,0,9,0,3,0,5,3,2,2,5,1,2,1,8,487,34,27,40102,6,4,2,10/1/50,,1
2,5.98,0,1,3,8.07,16.0 MLOZ,CHERRY GRCA,REGULAR,30164713,1,21,8,0,9,0,3,0,5,3,2,2,5,1,2,1,8,487,34,27,40102,6,4,2,10/1/50,,1
3,0,13.47,0,,15.98,16.0 MLOZ,CHERRY GRCA,REGULAR,30164937,3,19,5,5,2,9,3,5,5,1,10,1,1,1,2,2,19,270,26,99,251900,1,4,3,10/1/68,10/1/66,1
1,3.99,0,0.5,2,45.59,16.0 MLOZ,NEAPOLITAN DYNAMITE,REGULAR,30166354,1,27,6,0,9,0,3,0,6,4,1,1,5,1,2,4,13,1808,53,53,62100,1,4,3,10/1/61,,1
1,3.33,0,0,1,70.14,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,30166825,2,27,7,9,9,9,3,6,6,1,12,1,1,1,2,4,38,241,4,13,30339,1,4,1,10/1/54,10/1/41,1
1,3,0,0,1,25.45,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,30166825,2,27,7,9,9,9,3,6,6,1,12,1,1,1,2,4,38,241,4,13,30339,1,4,1,10/1/54,10/1/41,1
1,0,3.58,0,,253.48,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8317717,4,26,6,6,6,1,3,5,6,1,9,2,1,1,2,1,24,315,42,11,5300,1,4,1,10/1/58,1/1/58,1
1,4.49,0,0.5,3,45.92,16.0 MLOZ,TRIPLE CARAMEL CHUNK,REGULAR,8320435,4,26,3,4,6,3,3,5,4,4,2,1,3,2,2,3,17,3612,48,439,110203,1,4,2,1/1/76,10/1/68,1
1,4.49,0,0.5,3,45.92,16.0 MLOZ,CHERRY GRCA,REGULAR,8320435,4,26,3,4,6,3,3,5,4,4,2,1,3,2,2,3,17,3612,48,439,110203,1,4,2,1/1/76,10/1/68,1
1,3.49,0,0,1,45.92,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8320435,4,26,3,4,6,3,3,5,4,4,2,1,3,2,2,3,17,3612,48,439,110203,1,4,2,1/1/76,10/1/68,1
1,0,3.49,0,,45.92,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8320435,4,26,3,4,6,3,3,5,4,4,2,1,3,2,2,3,17,3612,48,439,110203,1,4,2,1/1/76,10/1/68,1
1,0,3,0,,9.55,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8321097,2,13,5,0,9,0,3,0,3,4,6,6,2,4,1,3,17,9630,48,85,30602,1,1,2,1/1/64,,1
1,0,3.28,0,,18.94,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8321097,2,13,5,0,9,0,3,0,3,4,6,6,2,4,1,3,17,9630,48,85,30602,1,1,2,1/1/64,,1
1,3.05,0,0,1,78.94,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8406833,3,23,3,3,1,3,9,5,5,1,1,12,1,1,2,2,19,1376,26,49,11213,1,4,2,10/1/76,10/1/76,1
1,0,2.5,0,,45.2,16.0 MLOZ,PUMPKIN CSK,REGULAR,8406833,3,23,3,3,1,3,9,5,5,1,1,12,1,1,2,2,19,1376,26,49,11213,1,4,2,10/1/76,10/1/76,1
1,0,3.16,0,,66.55,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8407174,2,3,2,0,2,0,9,0,3,4,12,12,2,1,2,1,1,9207,44,3,20604,3,1,2,1/1/79,,1
1,0,3.04,0,,66.55,16.0 MLOZ,HALF BAKED,REGULAR,8407174,2,3,2,0,2,0,9,0,3,4,12,12,2,1,2,1,1,9207,44,3,20604,3,1,2,1/1/79,,1
1,0,3,0,,3,16.0 MLOZ,VAN,REGULAR,8407655,2,21,0,8,9,3,0,4,0,2,5,,8,1,2,4,7,6333,6,59,21812,1,4,1,,10/1/48,1
1,0,3.53,0,,103.19,16.0 MLOZ,CHC CHIP C-DH,LIGHT HALF THE FAT,8409645,1,16,3,0,9,0,2,0,4,4,1,1,5,1,2,3,20,8460,12,99,4012,5,4,2,10/1/73,,1
1,0,3.5,0,,103.19,16.0 MLOZ,VAN,REGULAR,8409645,1,16,3,0,9,0,2,0,4,4,1,1,5,1,2,3,20,8460,12,99,4012,5,4,2,10/1/73,,1
1,2.5,0,0,1,19.31,16.0 MLOZ,CHERRY GRCA,REGULAR,8366105,3,4,9,9,9,9,9,3,1,1,12,12,1,1,1,1,9,12825,36,61,18600,5,8,1,1/1/34,10/1/33,1
1,2.5,0,0,1,18.33,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8366105,3,4,9,9,9,9,9,3,1,1,12,12,1,1,1,1,9,12825,36,61,18600,5,8,1,1/1/34,10/1/33,1
1,2.5,0,0,1,17.11,16.0 MLOZ,CHERRY GRCA,REGULAR,8366105,3,4,9,9,9,9,9,3,1,1,12,12,1,1,1,1,9,12825,36,61,18600,5,8,1,1/1/34,10/1/33,1
1,2.5,0,0,1,19.31,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,8366105,3,4,9,9,9,9,9,3,1,1,12,12,1,1,1,1,9,12825,36,61,18600,5,8,1,1/1/34,10/1/33,1
1,0,2.79,0,,67.48,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8367372,4,16,3,2,1,3,1,5,4,1,1,4,1,1,2,2,,1637,29,77,4101,1,4,2,1/1/77,10/1/78,1
1,2.75,0,0,1,23.66,16.0 MLOZ,HALF BAKED,REGULAR,8369950,5,23,2,3,4,3,3,3,3,1,6,6,1,1,2,2,41,4005,39,47,986200,1,4,1,10/1/81,1/1/74,2
1,0,2.75,0,,20.76,16.0 MLOZ,HALF BAKED,REGULAR,8369950,5,23,2,3,4,3,3,3,3,1,6,6,1,1,2,2,41,4005,39,47,986200,1,4,1,10/1/81,1/1/74,2
1,0,3,0,,209.09,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,30122342,5,21,2,3,4,3,9,4,4,1,1,12,1,1,2,4,40,6876,49,35,112100,5,4,3,10/1/78,10/1/77,1
1,0,2.5,0,,60.95,16.0 MLOZ,AMERICONE DREAM,REGULAR,30122342,5,21,2,3,4,3,9,4,4,1,1,12,1,1,2,4,40,6876,49,35,112100,5,4,3,10/1/78,10/1/77,1
1,0,3,0,,209.09,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30122342,5,21,2,3,4,3,9,4,4,1,1,12,1,1,2,4,40,6876,49,35,112100,5,4,3,10/1/78,10/1/77,1
1,0,3,0,,209.09,16.0 MLOZ,STR CSK,REGULAR,30122342,5,21,2,3,4,3,9,4,4,1,1,12,1,1,2,4,40,6876,49,35,112100,5,4,3,10/1/78,10/1/77,1
1,0,4.49,0,,12.92,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,30122366,2,23,2,2,9,3,3,5,5,1,4,1,1,1,2,2,41,2213,39,49,9374,1,4,2,10/1/78,1/1/79,1
1,0,3.69,0,,21.97,16.0 MLOZ,CHUBBY HUBBY,REGULAR,30122366,2,23,2,2,9,3,3,5,5,1,4,1,1,1,2,2,41,2213,39,49,9374,1,4,2,10/1/78,1/1/79,1
1,0,4.49,0,,12.92,16.0 MLOZ,SMORES,REGULAR,30122366,2,23,2,2,9,3,3,5,5,1,4,1,1,1,2,2,41,2213,39,49,9374,1,4,2,10/1/78,1/1/79,1
1,0,5.39,0,,278.4,16.0 MLOZ,STR,REGULAR,8410829,1,17,8,0,9,0,9,0,4,3,12,12,5,2,2,3,39,1878,37,183,52002,1,4,2,10/1/47,,1
1,0,5.39,0,,278.4,16.0 MLOZ,CHERRY GRCA,REGULAR,8410829,1,17,8,0,9,0,9,0,4,3,12,12,5,2,2,3,39,1878,37,183,52002,1,4,2,10/1/47,,1
1,0,4.49,0,,83.88,32.0 MLOZ,CHERRY GRCA,REGULAR,8411928,3,26,4,4,1,3,3,6,6,1,1,2,1,1,2,4,12,364,6,85,506604,1,4,2,1/1/68,10/1/72,1
1,0,4.49,0,,137.06,32.0 MLOZ,CHERRY GRCA,REGULAR,8411928,3,26,4,4,1,3,3,6,6,1,1,2,1,1,2,4,12,364,6,85,506604,1,4,2,1/1/68,10/1/72,1
1,0,4.49,0,,34.6,32.0 MLOZ,CHERRY GRCA,REGULAR,8411928,3,26,4,4,1,3,3,6,6,1,1,2,1,1,2,4,12,364,6,85,506604,1,4,2,1/1/68,10/1/72,1
1,0,2.27,0,,236.82,16.0 MLOZ,PHISH FOOD,LIGHT HALF THE FAT,8413440,3,21,3,0,1,0,3,0,5,4,1,1,2,1,2,4,,7849,8,67,970600,1,1,1,10/1/77,,1
1,3.49,0,0,1,62.04,16.0 MLOZ,MAGIC BROWNIES,REGULAR,8414293,4,26,6,6,2,3,9,5,3,1,5,12,1,1,2,4,13,223,53,61,52604,1,4,2,10/1/60,10/1/61,1
1,3.5,0,0,1,46.3,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30123029,3,27,4,4,1,3,3,5,6,1,3,1,1,1,2,4,50,190,6,77,5203,1,4,1,10/1/70,10/1/71,1
1,3.5,0,0,1,46.3,16.0 MLOZ,CREME BRULEE,REGULAR,30123029,3,27,4,4,1,3,3,5,6,1,3,1,1,1,2,4,50,190,6,77,5203,1,4,1,10/1/70,10/1/71,1
1,0,3.29,0,,54.89,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30123203,4,23,7,7,9,3,3,4,4,1,3,3,1,1,2,1,33,356,9,9,175500,5,1,2,10/1/55,10/1/55,1
1,0,3.28,0,,56.22,16.0 MLOZ,CHC CHIP C-DH,REGULAR,30123203,4,23,7,7,9,3,3,4,4,1,3,3,1,1,2,1,33,356,9,9,175500,5,1,2,10/1/55,10/1/55,1
1,0,3,0,,78.77,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,30123203,4,23,7,7,9,3,3,4,4,1,3,3,1,1,2,1,33,356,9,9,175500,5,1,2,10/1/55,10/1/55,1
1,0,3.5,0,,115.77,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30123203,4,23,7,7,9,3,3,4,4,1,3,3,1,1,2,1,33,356,9,9,175500,5,1,2,10/1/55,10/1/55,1
1,0,3,0,,28.22,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30123203,4,23,7,7,9,3,3,4,4,1,3,3,1,1,2,1,33,356,9,9,175500,5,1,2,10/1/55,10/1/55,1
1,0,3.39,0,,9.62,16.0 MLOZ,AMERICONE DREAM,REGULAR,30167651,2,18,6,6,9,3,9,5,4,1,5,12,1,1,2,3,,370,45,35,10601,7,1,2,10/1/60,10/1/60,1
1,3.35,0,0,1,12.09,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30167720,1,8,0,9,9,9,0,6,0,3,12,,7,1,2,1,,6033,50,5,957400,5,1,,,1/1/34,1
1,0,4.49,0,,4.49,16.0 MLOZ,CHC,REGULAR,30167720,1,8,0,9,9,9,0,6,0,3,12,,7,1,2,1,,6033,50,5,957400,5,1,,,1/1/34,1
2,0,9.08,0,,37.48,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,30167720,1,8,0,9,9,9,0,6,0,3,12,,7,1,2,1,,6033,50,5,957400,5,1,,,1/1/34,1
